File............:  it-co-soec-4-400ma - MAY,11.2015
218         2170.0     1.7480e+00    4.0000e-01
219         2180.0     1.7510e+00    4.0000e-01
220         2190.0     1.7468e+00    4.0000e-01
221         2200.0     1.7476e+00    4.0000e-01
222         2210.0     1.7472e+00    4.0000e-01
223         2220.0     1.7472e+00    4.0000e-01
224         2230.0     1.7447e+00    4.0000e-01
225         2240.0     1.7492e+00    4.0000e-01
226         2250.0     1.7492e+00    4.0000e-01
227         2260.0     1.7518e+00    4.0000e-01
228         2270.0     1.7496e+00    4.0000e-01
229         2280.0     1.7551e+00    4.0000e-01
230         2290.0     1.7506e+00    4.0000e-01
231         2300.0     1.7551e+00    4.0000e-01
232         2310.0     1.7562e+00    4.0000e-01
233         2320.0     1.7520e+00    4.0000e-01
234         2330.0     1.7591e+00    4.0000e-01
235         2340.0     1.7555e+00    4.0000e-01
236         2350.0     1.7549e+00    4.0000e-01
237         2360.0     1.7549e+00    4.0000e-01
238         2370.0     1.7527e+00    4.0000e-01
239         2380.0     1.7523e+00    4.0000e-01
240         2390.0     1.7569e+00    4.0000e-01
241         2400.0     1.7583e+00    4.0000e-01
242         2410.0     1.7549e+00    4.0000e-01
243         2420.0     1.7535e+00    4.0000e-01
244         2430.0     1.7442e+00    4.0000e-01
245         2440.0     1.7490e+00    4.0000e-01
246         2450.0     1.7528e+00    4.0000e-01
247         2460.0     1.7565e+00    4.0000e-01
248         2470.0     1.7591e+00    4.0000e-01
249         2480.0     1.7595e+00    4.0000e-01
250         2490.0     1.7558e+00    4.0000e-01
251         2500.0     1.7525e+00    4.0000e-01
252         2510.0     1.7523e+00    4.0000e-01
253         2520.0     1.7574e+00    4.0000e-01
254         2530.0     1.7534e+00    4.0000e-01
255         2540.0     1.7504e+00    4.0000e-01
256         2550.0     1.7532e+00    4.0000e-01
257         2560.0     1.7570e+00    4.0000e-01
258         2570.0     1.7584e+00    4.0000e-01
259         2580.0     1.7546e+00    4.0000e-01
260         2590.0     1.7528e+00    4.0000e-01
261         2600.0     1.7548e+00    4.0000e-01
262         2610.0     1.7512e+00    4.0000e-01
263         2620.0     1.7562e+00    4.0000e-01
264         2630.0     1.7580e+00    4.0000e-01
265         2640.0     1.7568e+00    4.0000e-01
266         2650.0     1.7575e+00    4.0000e-01
267         2660.0     1.7553e+00    4.0000e-01
268         2670.0     1.7585e+00    4.0000e-01
269         2680.0     1.7519e+00    4.0000e-01
270         2690.0     1.7582e+00    4.0000e-01
271         2700.0     1.7522e+00    4.0000e-01
272         2710.0     1.7505e+00    4.0000e-01
273         2720.0     1.7519e+00    4.0000e-01
274         2730.0     1.7545e+00    4.0000e-01
275         2740.0     1.7415e+00    4.0000e-01
276         2750.0     1.7525e+00    4.0000e-01
277         2760.0     1.7474e+00    4.0000e-01
278         2770.0     1.7459e+00    4.0000e-01
279         2780.0     1.7345e+00    4.0000e-01
280         2790.0     1.7472e+00    4.0000e-01
281         2800.0     1.7535e+00    4.0000e-01
282         2810.0     1.7546e+00    4.0000e-01
283         2820.0     1.7415e+00    4.0000e-01
284         2830.0     1.7509e+00    4.0000e-01
285         2840.0     1.7574e+00    4.0000e-01
286         2850.0     1.7530e+00    4.0000e-01
287         2860.0     1.7555e+00    4.0000e-01
288         2870.0     1.7559e+00    4.0000e-01
289         2880.0     1.7539e+00    4.0000e-01
290         2890.0     1.7550e+00    4.0000e-01
291         2900.0     1.7484e+00    4.0000e-01
292         2910.0     1.7503e+00    4.0000e-01
293         2920.0     1.7474e+00    4.0000e-01
294         2930.0     1.7521e+00    4.0000e-01
295         2940.0     1.7440e+00    4.0000e-01
296         2950.0     1.7419e+00    4.0000e-01
297         2960.0     1.7458e+00    4.0000e-01
298         2970.0     1.7486e+00    4.0000e-01
299         2980.0     1.7441e+00    4.0000e-01
300         2990.0     1.7286e+00    4.0000e-01
301         3000.0     1.7395e+00    4.0000e-01
302         3010.0     1.7436e+00    4.0000e-01
303         3020.0     1.7355e+00    4.0000e-01
304         3030.0     1.7321e+00    4.0000e-01
305         3040.0     1.7477e+00    4.0000e-01
306         3050.0     1.7339e+00    4.0000e-01
307         3060.0     1.7385e+00    4.0000e-01
308         3070.0     1.7459e+00    4.0000e-01
309         3080.0     1.7441e+00    4.0000e-01
310         3090.0     1.7497e+00    4.0000e-01
311         3100.0     1.7562e+00    4.0000e-01
312         3110.0     1.7447e+00    4.0000e-01
313         3120.0     1.7497e+00    4.0000e-01
314         3130.0     1.7555e+00    4.0000e-01
315         3140.0     1.7530e+00    4.0000e-01
316         3150.0     1.7538e+00    4.0000e-01
317         3160.0     1.7422e+00    4.0000e-01
318         3170.0     1.7497e+00    4.0000e-01
319         3180.0     1.7492e+00    4.0000e-01
320         3190.0     1.7555e+00    4.0000e-01
321         3200.0     1.7538e+00    4.0000e-01
322         3210.0     1.7514e+00    4.0000e-01
323         3220.0     1.7514e+00    4.0000e-01
324         3230.0     1.7489e+00    4.0000e-01
325         3240.0     1.7515e+00    4.0000e-01
326         3250.0     1.7464e+00    4.0000e-01
327         3260.0     1.7272e+00    4.0000e-01
328         3270.0     1.7376e+00    4.0000e-01
329         3280.0     1.7476e+00    4.0000e-01
330         3290.0     1.7249e+00    4.0000e-01
331         3300.0     1.7435e+00    4.0000e-01
332         3310.0     1.7345e+00    4.0000e-01
333         3320.0     1.7444e+00    4.0000e-01
334         3330.0     1.7410e+00    4.0000e-01
335         3340.0     1.7440e+00    4.0000e-01
336         3350.0     1.7365e+00    4.0000e-01
337         3360.0     1.7379e+00    4.0000e-01
338         3370.0     1.7477e+00    4.0000e-01
339         3380.0     1.7459e+00    4.0000e-01
340         3390.0     1.7522e+00    4.0000e-01
341         3400.0     1.7466e+00    4.0000e-01
342         3410.0     1.7475e+00    4.0000e-01
343         3420.0     1.7488e+00    4.0000e-01
344         3430.0     1.7457e+00    4.0000e-01
345         3440.0     1.7274e+00    4.0000e-01
346         3450.0     1.7363e+00    4.0000e-01
347         3460.0     1.7411e+00    4.0000e-01
348         3470.0     1.7260e+00    4.0000e-01
349         3480.0     1.7422e+00    4.0000e-01
350         3490.0     1.6936e+00    4.0000e-01
351         3500.0     1.7118e+00    4.0000e-01
352         3510.0     1.7246e+00    4.0000e-01
353         3520.0     1.7364e+00    4.0000e-01
354         3530.0     1.7256e+00    4.0000e-01
355         3540.0     1.7278e+00    4.0000e-01
356         3550.0     1.7358e+00    4.0000e-01
357         3560.0     1.7352e+00    4.0000e-01
358         3570.0     1.7398e+00    4.0000e-01
359         3580.0     1.7124e+00    4.0000e-01
360         3590.0     1.7400e+00    4.0000e-01
361         3600.0     1.7253e+00    4.0000e-01
362         3610.0     1.7290e+00    4.0000e-01
363         3620.0     1.7161e+00    4.0000e-01
364         3630.0     1.6931e+00    4.0000e-01
365         3640.0     1.6884e+00    4.0000e-01
366         3650.0     1.7344e+00    4.0000e-01
367         3660.0     1.7233e+00    4.0000e-01
368         3670.0     1.7399e+00    4.0000e-01
369         3680.0     1.7430e+00    4.0000e-01
370         3690.0     1.7362e+00    4.0000e-01
371         3700.0     1.7443e+00    4.0000e-01
372         3710.0     1.7316e+00    4.0000e-01
373         3720.0     1.7340e+00    4.0000e-01
374         3730.0     1.7418e+00    4.0000e-01
375         3740.0     1.7456e+00    4.0000e-01
376         3750.0     1.7475e+00    4.0000e-01
377         3760.0     1.7473e+00    4.0000e-01
378         3770.0     1.7012e+00    4.0000e-01
379         3780.0     1.7296e+00    4.0000e-01
380         3790.0     1.7314e+00    4.0000e-01
381         3800.0     1.7391e+00    4.0000e-01
382         3810.0     1.7414e+00    4.0000e-01
383         3820.0     1.7397e+00    4.0000e-01
384         3830.0     1.7118e+00    4.0000e-01
385         3840.0     1.7381e+00    4.0000e-01
386         3850.0     1.7442e+00    4.0000e-01
387         3860.0     1.7419e+00    4.0000e-01
388         3870.0     1.7435e+00    4.0000e-01
389         3880.0     1.7441e+00    4.0000e-01
390         3890.0     1.7343e+00    4.0000e-01
391         3900.0     1.7484e+00    4.0000e-01
392         3910.0     1.7435e+00    4.0000e-01
393         3920.0     1.7463e+00    4.0000e-01
394         3930.0     1.7465e+00    4.0000e-01
395         3940.0     1.7495e+00    4.0000e-01
396         3950.0     1.7524e+00    4.0000e-01
397         3960.0     1.7430e+00    4.0000e-01
398         3970.0     1.7426e+00    4.0000e-01
399         3980.0     1.7481e+00    4.0000e-01
400         3990.0     1.7446e+00    4.0000e-01
401         4000.0     1.7483e+00    4.0000e-01
402         4010.0     1.7457e+00    4.0000e-01
403         4020.0     1.7516e+00    4.0000e-01
404         4030.0     1.7508e+00    4.0000e-01
405         4040.0     1.7561e+00    4.0000e-01
406         4050.0     1.7591e+00    4.0000e-01
407         4060.0     1.7604e+00    4.0000e-01
408         4070.0     1.7607e+00    4.0000e-01
409         4080.0     1.7628e+00    4.0000e-01
410         4090.0     1.7616e+00    4.0000e-01
411         4100.0     1.7642e+00    4.0000e-01
412         4110.0     1.7606e+00    4.0000e-01
413         4120.0     1.7628e+00    4.0000e-01
414         4130.0     1.7622e+00    4.0000e-01
415         4140.0     1.7635e+00    4.0000e-01
416         4150.0     1.7596e+00    4.0000e-01
417         4160.0     1.7604e+00    4.0000e-01
418         4170.0     1.7509e+00    4.0000e-01
419         4180.0     1.7513e+00    4.0000e-01
420         4190.0     1.7556e+00    4.0000e-01
421         4200.0     1.7594e+00    4.0000e-01
422         4210.0     1.7560e+00    4.0000e-01
423         4220.0     1.7583e+00    4.0000e-01
424         4230.0     1.7605e+00    4.0000e-01
425         4240.0     1.7605e+00    4.0000e-01
426         4250.0     1.7599e+00    4.0000e-01
427         4260.0     1.7583e+00    4.0000e-01
428         4270.0     1.7600e+00    4.0000e-01
429         4280.0     1.7625e+00    4.0000e-01
430         4290.0     1.7570e+00    4.0000e-01
431         4300.0     1.7610e+00    4.0000e-01
432         4310.0     1.7599e+00    4.0000e-01
433         4320.0     1.7596e+00    4.0000e-01
434         4330.0     1.7597e+00    4.0000e-01
435         4340.0     1.7611e+00    4.0000e-01
436         4350.0     1.7609e+00    4.0000e-01
437         4360.0     1.7621e+00    4.0000e-01
438         4370.0     1.7597e+00    4.0000e-01
439         4380.0     1.7620e+00    4.0000e-01
440         4390.0     1.7629e+00    4.0000e-01
441         4400.0     1.7633e+00    4.0000e-01
442         4410.0     1.7648e+00    4.0000e-01
443         4420.0     1.7670e+00    4.0000e-01
444         4430.0     1.7659e+00    4.0000e-01
445         4440.0     1.7683e+00    4.0000e-01
446         4450.0     1.7663e+00    4.0000e-01
447         4460.0     1.7671e+00    4.0000e-01
448         4470.0     1.7675e+00    4.0000e-01
449         4480.0     1.7635e+00    4.0000e-01
450         4490.0     1.7644e+00    4.0000e-01
451         4500.0     1.7651e+00    4.0000e-01
452         4510.0     1.7654e+00    4.0000e-01
453         4520.0     1.7632e+00    4.0000e-01
454         4530.0     1.7619e+00    4.0000e-01
455         4540.0     1.7617e+00    4.0000e-01
456         4550.0     1.7628e+00    4.0000e-01
457         4560.0     1.7619e+00    4.0000e-01
458         4570.0     1.7608e+00    4.0000e-01
459         4580.0     1.7638e+00    4.0000e-01
460         4590.0     1.7593e+00    4.0000e-01
461         4600.0     1.7592e+00    4.0000e-01
462         4610.0     1.7525e+00    4.0000e-01
463         4620.0     1.7489e+00    4.0000e-01
464         4630.0     1.7522e+00    4.0000e-01
465         4640.0     1.7324e+00    4.0000e-01
466         4650.0     1.7417e+00    4.0000e-01
467         4660.0     1.7189e+00    4.0000e-01
468         4670.0     1.7495e+00    4.0000e-01
469         4680.0     1.7441e+00    4.0000e-01
470         4690.0     1.7478e+00    4.0000e-01
471         4700.0     1.7510e+00    4.0000e-01
472         4710.0     1.7388e+00    4.0000e-01
473         4720.0     1.7333e+00    4.0000e-01
474         4730.0     1.7464e+00    4.0000e-01
475         4740.0     1.7498e+00    4.0000e-01
476         4750.0     1.7497e+00    4.0000e-01
477         4760.0     1.7498e+00    4.0000e-01
478         4770.0     1.7403e+00    4.0000e-01
479         4780.0     1.7447e+00    4.0000e-01
480         4790.0     1.7527e+00    4.0000e-01
481         4800.0     1.7320e+00    4.0000e-01
482         4810.0     1.7516e+00    4.0000e-01
483         4820.0     1.7542e+00    4.0000e-01
484         4830.0     1.7574e+00    4.0000e-01
485         4840.0     1.7560e+00    4.0000e-01
486         4850.0     1.7598e+00    4.0000e-01
487         4860.0     1.7556e+00    4.0000e-01
488         4870.0     1.7639e+00    4.0000e-01
489         4880.0     1.7651e+00    4.0000e-01
490         4890.0     1.7512e+00    4.0000e-01
491         4900.0     1.7575e+00    4.0000e-01
492         4910.0     1.7424e+00    4.0000e-01
493         4920.0     1.7389e+00    4.0000e-01
494         4930.0     1.7509e+00    4.0000e-01
495         4940.0     1.7538e+00    4.0000e-01
496         4950.0     1.7337e+00    4.0000e-01
497         4960.0     1.7477e+00    4.0000e-01
498         4970.0     1.7522e+00    4.0000e-01
499         4980.0     1.7533e+00    4.0000e-01
500         4990.0     1.7582e+00    4.0000e-01
501         5000.0     1.7602e+00    4.0000e-01
502         5010.0     1.7641e+00    4.0000e-01
503         5020.0     1.7664e+00    4.0000e-01
504         5030.0     1.7557e+00    4.0000e-01
505         5040.0     1.7601e+00    4.0000e-01

